Text,Toxic
"Hi , Re 1 and 2 I do n't have access to any additional facilities . I am a runofthemill editor like you , not an administrator . Flagging suspected copyright violations is something any editor can do it does not require administrator privileges . The procedure for doing this is described on WPCP . It does take an administrator to delete a page , however , which is the usual result from suspected copyright violations . The notice is posted on the article in question , and on the WPCP page , nowhere else . Again , I have no subscription to EB , nor any tools except search engines for detecting copyright violations . Re 3 If you scroll down WPCP , you 'll see it consists mainly of reports , with the occasional comment , many of which are not from the original poster . Typically the original contributor does not respond at all within the seven day window . There are many new contributors who happily copyandpaste from other websites , with utter disregard of their copyright notices , and our policies . Have a look at some of the listed items for examples . Most entries on the WPCP page are in dated sections under New listings , but some have fallen off the top into Older than 7 days . Re 4 If you look at the original report on WPCPJuly 11 , you 'll see that listed that URL . Presumably the same URL also appeared in the original copyright notice . How that URL was found , I have no idea , but I would suspect search engines before spyware . 8 It 's by a human comparison of that page with yours that I perceive a certain amount of similarity in phrasing and structure . I 'm prepared to accept that it 's within the bounds of coincidence . Re 5 You are correct permit me to clarify . People often reproduce text from other websites citing permission with various constraints like in Wikipedia , for noncommercial purposes , providing it is quoted without alteration , or on condition that the source is credited in a particular way . Unfortunately , none of those except perhaps the last is satisfactory for text in Wikipedia for the reasons I explained above . Re 6 New articles can be seen at SpecialNewpages . Changes to all articles can be seen at SpecialRecentchanges . Everyone has their own criteria for which entries they check , but most people are more suspicious of anonymous users than of logged in users . I note with regret that has just blocked you for 24 hours . In the same circumstances , were I an administrator , I would probably not have done this , but you have to admit that you did twist each other 's tails quite a bit . Perhaps this will give you a chance to concentrate on your other project . 8 Note that you can still edit your user page , and I think you can still send emails using the Email this user link . I 'll add a note to both entries on WPCP that we are in a dialogue . This is probably an unnecessary remark , but I feel I should point out that if you edit Wikipedia from a different address and identify yourself to me , I will feel obliged to report it as block evasion . This is independent of my feelings about the block itself . Sorry . 034638 , 20050716 UTC",0
"Oh shut up Bong , your deleting for your fun god damnit",1
You must be a sock . Your request was your only edit .,1
At the point you 've smoked yourself into a tard .....,1
Hey Fans i am IYoutuberIGrumm on Free op server my real name on minecraft is Cobblescraft,0
I suggest dropping all the excessively used ! in all related articles . It is very unencyclopedic . talk,0
ASSHAT FUCKING STUPID ASSHOLE PAIR OF CLOWNSHOES,1
"Robin did it again here Some of the things she put are completely incorrect , such as Kylie Minogue appearing it 's Natasha Bedingfield , and again she removed wikilinking , and commas from dates . The only thing she did do right was change America to U.S. ṃαŁṭʰƏЩ ``",0
"Re Oops , sorry about that flub it looks like I have multiple threads titled 718 Bot on my talkpage . Anyway , I was responding to an inquiry from you about being wrongly bothered by bot messages when a fairuse image you upload is converted to PNG I agree that this should n't happen . This was my reply I can definitely work something out with Carnildo . I was under the impression that was the only bot that tagged orphaned fairuse images , and I 've already made arrangements with its owner to not bother people about images converted to PNG . Thanks for the headsup ! east718 talk",0
"Decline of Adventure Genre Misleading adventure genre did not decline , more that there was significant massmarket growth in other genres . Edited accordingly !",0
"This statement httpen.wikipedia.orgwindex.php ? titleList_of_Death_Note_charactersdiffprevoldid326779992 is indeed original research analysis . Saying that Raye 's death represents a turning point in Light 's moral development and the explanation With the murder of Raye Pember Light loses both much of his ethics and probably much of the reader 's sympathy is original research . Now , if a published source said that , cite the published source and say the published source says .",0
"Fuck you , cunt ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! try these important things and maybe you wo n't be such a sucker motherfucker 1 . Learn how to spell . If things remain as they are , everyone is bound to consider you to be the ignorant lamebrained cult member you are . 2 . Revert your attacks on Van Tucky on the talk pages . You come off as a vicious , vile psychopath . If you ever set your cult defending ass in a court of law , the jury would see through your charade in heartbeat . 3 . Stop playing good cop bad cop with your fucking retarded Dahn hack Forestgarden 4 . Accept all Korean language sources you stupid bitch ! ! How dare you try to stifle and censor articles in the name of your fucked up cult . Your Forestgarden bitch believes its within Wiki policy to include Korean language articles when reporting on favorable aspects of your bitch master . Why do n't you include all the other more negative portrayals in the Korean language . Also , who said this Itsahappyday fuckhead deserves to translate any Korean ? This should all be disputed , you fucking racist , neonazi reject ? 5 . Stop using the word cynical to describe your enemies . You come off even more retarded than your Ilchee bitch master . Your philosophical maturity is less than that of a first grader . The world is cynical . Those who do n't believe in Dahn are cynical . I ca n't wait until South Park makes an episode about your bitch cult . 6 . Are you fucking insane ? Korea is the center of the universe ? Korea as a cultural hub ? Korea the place where the next messiah appears ? You Dahn people never cease to amaze when it comes to your thought processes . Korea is not what your Ilchee bitch believes it to be . Think about it retard the fucking nation of Palau has more of a right to talk about religious heritage than the fucking hermit kingdom . How can you be so retarded , that you choose a Korean cult ? If you chose a Chinese or Indian one , at least it would show you have some portion of a brain . Coming to Korea and joining a Korean cult with Koreacentric views is more retarded than travelling to Antartica in search of good coffee while visiting Columbia in search of ice and snow . 7 . One more time the philosophical underpinnings of your shit cult are so flimsy I must question your intelligence . 8 . Nicola Cola ... what kind of bitch ass name is that ? what is wrong with you ? And you wonder why you need to join a fucked up cult to find friendship and loving . Dumb fuck ! ! ! ! ! !",1
"DYK Did you know ? was updated . On 3 April , 2007 , a fact from the article Indrajit Gupta , which you recently nominated , has been featured in that section on the Main Page . If you know of another interesting fact from a recently created article , then please suggest it on the Did you know ? talk page . Talk",0
keep your cool TBF you removed it . And since that the 1924 winners are notable then you should had put it in the main article there and then instead of doing the merry dance around it . 194.66.216.40,0
"Dear Wikipedia assholes , I regret to inform you that because of deletionist scum such as Gavin Collins and J Milburn , I am planning to terminate my life . You see , Wikipedia was my life , and these deletionist bastards have ruined and deleted everything that I have worked so very hard to create . I spent over three years contributing to Wikipedia , improving the site , sacrificing grades in school to add to a revolutionary encyclopedia , but because of these lowlife dipshits whom I abhor in every molecule of my body , I have discovered that it was all for nothing . So I end my life , and I hope this will bring the wrath and resentment of the world down upon these deletionist jackasses . Sincerely , Vern Cork",1
"Louis Proyect is closer to my politics than any kind of caricature yu may have angry arab worse politics sayerslle is not , or was not , a 'disruption only ' account you are a nasty little liar behind your 'banter ' are n't you . 92.3.10.13",1
"ouch bad move mother fucker . i 'm coming for you now . why do you have to protect your boy friend . why ca n't he let the people see what is really thought about him instead of deleting it and hiding like a pussy , making you talk for him . it is truly adorable , but after it was reported it certainly wo n't happen again from your side you are one little pussy !",1
"Image copyright problem with ImageChonsekmanng.jpg Thanks for uploading ImageChonsekmanng.jpg . However , the image may soon be deleted unless we can determine the copyright holder and copyright status . The Wikimedia Foundation is very careful about the images included in Wikipedia because of copyright law see Wikipedia 's Copyright policy . The copyright holder is usually the creator , the creator 's employer , or the last person who was transferred ownership rights . Copyright information on images is signified using copyright templates . The three basic license types on Wikipedia are open content , public domain , and fair use . Find the appropriate template in WikipediaImage copyright tags and place it on the image page like this TemplateName . Please signify the copyright information on any other images you have uploaded or will upload . Remember that images without this important information can be deleted by an administrator . If you have any questions , feel free to contact me . Thank you . TC",0
"Thank you for experimenting with the page Residual sum of squares on Wikipedia . Your test worked , and has been reverted or removed . Please use the sandbox for any other tests you want to do . Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia . A link to the edit I have reverted can be found here link . If you believe this edit should not have been reverted , please contact me . Talk",0
"The discussion is now at WPAN3UserJamenta reported by UserMihaiam Result . At first glance you appear to be trying to force your version into the article against opposition by other editors . It is possible you could be blocked for edit warring . If you respond in the above thread and agree to wait for consensus before reverting again , you may be able to avoid sanctions . Thank you ,",0
", 24 November 2005 UTC Proponents of conspiracy theory have yet to come up with an argument that successfully defends the phrase from a charge of non neutral presentation , all we have going on here is a popularity contest misframed by a highly coordinated group of editors disinformation artists perhaps ? . It is ok that you choose not to debate , however , such a situation is insufficient evidence that a dispute does n't exist . T 0747",0
"I guess using though , instead of effectiveness of state policy , to connect the two sentences is a better idea . alk",0
"Redirect to Food contaminants Hi , Just so you know , I made your article Hair in food a redirect to Food contaminants you could include some of this information there .",0
"Agreed . Alan cites Cecil Papers , iv . pp . 3945 14369 , 71 , 72v . I 've not seen this document it 's difficult to get copies of the Cecil Papers , but Oxford and Elizabeth Trentham were not married until December 1591 , so a birthdate of 24 February 1592 would be awkward , to say the least . Nina Green205.250.205.73",0
wiki shold dye ! they should be ashame ! j,1
I actually went ahead and added new figures and a new source .,0
"BRAPPAGE fucker do n't u dare delte shalamo i will com to ur house and chop your penis off and make your parents eat it and the i will send you an earlobe in the post and keep sending you parts of a body and will then come and slice and dice you into 500,000 pieces and then make your family eat you body in a chili . SO DON't DELETE IT OR THT WILL HAPPEN YOU FAT SHIT",1
"Dreadstar , Wiki has many articles devoted to acronyms such as United Nations , United States of America . Referring to the recently acquired document , there is now a stay order of the concerned High Court on publication of this document . We can Now cite the judgement 's link on an OFFICIAL Govt . High Court website which ought to meet reputable source verificability criteria . For DOGSOC notability a simple google is this verifiable ? news search on Nandigram should do . Finally I may mention Wikipedia 's Neutral Point of View Policy which is absolutely nonnegotiable . Dogsoc , you do not seem to have read the links provided to you . You say DOGSOC is on Google , but here is the Google search result for DOGSOC with a total of one article from 1910 , not related to this article you are claiming is notable . The words you said it stands for , Dismantling our Governments Selling our Cities , a Google search comes up with again , nothing None of this has anything to do with POV , it has to do with , again , verifiability and reliable , thirdparty sources that establish the notability . Yes , USA , UN , and many , many other acronyms have pages here , but they are notable , mentioned in the news , media , and other reliable sources . This acronym is not . Further , you may wish to review the single purpose account guide as well . Thanks , ArielGold Docsoc , as Ariel said above , there are no google results , I always do a search prior to deleting articles , Wikipedia articles are not deleted without investigation . Provide three , verifiable thirdparty reliable sources , and I 'll look into restoring the article .",0
Dear Editors Your actions are a disgrace . Read his trancscprits he 's all but wearing jackboots and screaming SIEG HEIL !,1
"Trollop Go and fuck the same cross you fucked up faggot ! ! ! ! ! ! ! And while you ar eat it , chop your dick off youhave no use for it .",1
STOP CHANGON IT OR I AM TWIST OFF YOURE LITTAL PEEWEES fuckan morons,1
"It might not have been your intent , but you recently removed content from Sulphuric acid . Please be careful not to remove content from Wikipedia without a valid reason , which you should specify in the edit summary or on the article 's talk page . Thank you . talk",0
"Congratulations ! Congratulations , Bmusician , you have won the asshole of the year award ! You have won this award by saying mean things about and to other people ! In order to claim your award , you must call 1800Asshole18002774653 ! Once again , congratulations for your win ! 142.162.26.48",1
"Vandalism on my sandbox You look like a skilled IP address , almost a mature autoconfirmed user . Thanks for reverting the vandalism on my sandbox , and why not create an account ? Talk",0
"Welcome ! Hello , , and welcome to Wikipedia ! Thank you for your contributions . I hope you like the place and decide to stay . Here are some pages that you might find helpful The five pillars of Wikipedia How to edit a page Help pages Tutorial How to write a great article Manual of Style I hope you enjoy editing here and being a Wikipedian ! Please sign your name on talk pages using four tildes this will automatically produce your name and the date . If you need help , check out WikipediaQuestions , ask me on , or ask your question and then place helpme before the question on your talk page . Again , welcome ! talkcontribs",0
"STOP VANDALIZING Please stop your disruptive editing , and removing corrections to the unreliable and biased sources ! If you continue to vandalize Wikipedia , as you did at List of countries by population United Nations and List of countries by population , I will have to ask for an arbitration , for examining of your access rights , as well as to ask for protection of freedom and truth by blocking you from further editing . Preceding unsigned comment added by 188.246.37.90 The bats are out today . This must be the record for shortest time between visits by looney editors .",0
FYI chooyoo ? you can sharpen my pencil with your mouth !,1
"Considering she has , in fact , appeared in Mario games , and characters like Diddy Kong are included , I 'd have a hard time rejecting her unless she failed some sort of general agreed upon criteria set for the whole article . I 've seen several character list articles make it so only character who had showed up in 2 games should be listed , for instance . msg me",0
built solely upon citable references,0
"Mmmhmm , tell me another one . All your usernames say the same things about everyone including what you 've just written above . This is very easy to check . httpsen.wikipedia.orgwikiCategoryWikipedia_sockpuppets_of_Eleemosynary I look forward to you opening an investigation since it will save me the trouble of figuring out how to do this . Oh p.s . you are probably the biggest dick I 've ever met on or off the internet . No kidding . Please shut up like forever .",1
"FileYabo 2.jpg listed for deletion A file that you uploaded or altered , FileYabo 2.jpg , has been listed at WikipediaFiles for deletion . Please see the discussion to see why this is you may have to search for the title of the image to find its entry , if you are interested in it not being deleted. `` '' '' Talk",0
"Kww . Please do not disrespect Kww in this manner again like you did on his talkpage . He is an admin . Abuser Malleus is fine , he does n't need you sticking up for him let him be a man baby ! I will not view a reply here . Regards .",0
"Block me all you like , jizzballs . I care not in the slightest .",1
"? UNBLOCK ME ! ! ! EURYALUS , YOU ASSHOLE ! SANDBAGGER ! ! ! UNBLOCK ME ALREADY ! ! !",1
"you 're a dirty faggot lick my hairy nut sack douche bag , i 'm gon na edit the shit out of wikipedia and enjoy it so fuk you",1
"Saying do n't be snitty is not a personal attack . It is a defense from YOUR personal attack against me . Now me telling you that you are a pussy and need to grow some balls , now that is a personal attack . I hope you enjoy it as much I did .",1
"Hi Fuck you , Faggot .",1
"Ponyo bons mots , you are a great asshole and fool . Please do n't be angry and rudeness . Rudeness causing people crazy . You did n't understand my event and Musarabbyahmad is not my evading accout . I want to change my mind , hold the abilities of editing skills . I want to repair these false and mistake pages of Wikipedia . Why do n't you trying to understand ? Why did you blaming me ? This is edit warring . Your unreliable sources harming me . You are mistaking in many times . Please everyone understan them to not reverting some edits . It also causes false news and false explanations , in reason it also become a false Wikipedia . I want to become and Wikipedia repairer . 103.9.114.58",1
IT IS UNNATURAL FOR A MAN TO TAKE ANOTHER MAN 'S COCK UP HIS ASS . FIND GOD ! 131.247.244.191,1
"uh next time you leave a comment on my page , make sure it makes sense hun and not some BS comment . i just undid an edit . chill out k ?",0
Stop making up information please . 71.239.172.110,0
I appreciated the solid judgment on the AfD Riley . MtKing is on some sort of bizarre witch hunt to delete as many MMA related articles as possible with his cookie cutter AfD template and reasoning which has been overruled many times already . Thanks for doing what was right . Hopefully this guy will find something else to do with the several hours per day he wastes on it soon enough .,0
Sock Hi UserMaterialscientist this user here is a block evading sock but I cant remember who of . Thought you might recognise it . let 's discuss it,0
"JackO'Lantern Hi , this is",0
"Please stop . If you continue to use Wikipedia for advertising , you will be blocked from editing . ? !",0
What the fuck is your problem ?,1
"Yeah , I remember that part where Manhattan promised Veidt to kill Rorschach . Totally man . Also that part when he said he loated and hated human life by the end of the comic . It 's awesome .",0
", 21 April 2008 UTC Wait , I get it . We get banned if we say fuck on our talk page ? 1736",1
"the stupid one , not me",1
"Fuck You Asshole Fuck You , you cumguzzling , cockeating , shitfucking asshole cuntrag scumbag . Do n't ever threaten to block me after the countless contributions I 've made for this site , you little shit . I 'll have you fired , you useless son of a bitch .",1
The consensus is that this RfC is garbage and uses two mutually exclusive definitions of mainstream . 27.1.214.45,0
"Congratulations You 're now an admin . Use the shiny new tools as wisely as you can , and be conservative with them . Reread the policies as needed and do n't hesitate to ask questions . Have fun , and keep up the good work . Nearly unanimous support . Talk",0
"Hello , I want to be able to upload images on Wikipedia and I am ready to do this now Listen up Wilko , You sent me a message saying I 'm too new to add images fair enough . Well , I feel I 'm ready now to be able to upload images now . If you read my user page you will probably notice that I am interested in the lower leagues of football and editing them . Well , I have been doing that but I 've noticed there 's a number of less notable footballers who have n't got images on their Wikipedia page . Well , I feel if I am able to upload images , I could give these less notable footballers an image on their Wikipedia page . So , is there a chance you could grant me permission to be able to upload images on Wikipedia ?",0
MeganANNOYING PERSON WHO FREAKS OUT ABOUT A PIECE OF DIRT GETTING ON HER AND CA N'T STAND ANYTHING THAT SMELLS ! ! ! ! ! ! ! ! ! ! ! ! !,1
"It does not appear to be common usage ... ? ! ? Are you out of your goddam tree ? The term gets FIVE entries merely in the Index of Freud 's 'Introductory Lectures in Psychoanalysis ' . You are completely clueless . Now bugger off with that other idiot , and leave this page alone . Cretin .",1
Will you lot frikking stop it Use any fooking method you want to test this . I am an open book . I am not Light Current . What I am is very very very pissed off and I just do n't even understand what makes you tick . Do you feel a bigger man doing all this blocking ? You 're not . You 're very small men . Heck at this point I 'll even settle without an apology . Just accept I ai n't a sock and let me banter with bugs . 217.41.226.121,1
"You are a SLAVE ! Do n't you realize that you are a slave ? You spend days , weeks , months writing little articles for nothing . A gold star ? ! Big deal . Your frinds Ruhrfisch , Coeil , and others encourage you because you 'll spend your weeks writing for WP for nothing ! I suspect you 've had some tragedy in your life like a divorce or job loss and are looking to validate your worthiness by hanging out here and going for gold stars . How many do you need ? Is n't this showing off ? Is n't this looking for some kind of approval ? Look everybody ! I 'm important ! I got a gold star ! Do you need to send every article through DYK , GA , Peer Review , and FA ? Why ? Send them straight to FA and have done with it . Do n't you realize you 're taking up every one 's time with all of these unnecessary submissions ? You 're being exploited . Get a life .",1
YOU are married Smalljim ? ? To a woman ?,0
"Ok then , I 'm quite happy with your balansed responce . Please correct the message in question in the points where we agree then . As to the points 1 and 5 I would propose not insist to change them to more neutral , but that 's up to you . As they are , they do not alter perception of the discussion seriously , I think .",0
Capitalization The capitalization of ClueBot on ClueBot NG is inconsistent . Within the text it is very often written as Cluebot . Can it please be made consistent ?,0
Why do n't you die ? talk,1
UD is now about Homewrecking Sluts Karen Nussle did accept money from that prostitutional family . I 'm a TULIP boy . UD is now on the Dark Side . I would like to save UD,1
Death You should die afaics . Hope your new wp account is less influential .,1
"You obviously have a penile problem . Think too much about mummay and daddy doing it , do you ?",1
No you are n't . You are a lying scumbag and a cunt who has made the Madonna pages your personal bitchfest . No one can add anything or do anything or you flip out . Too many admins just let you run rampant with fan cruft . I 'm happily editing on another IP and there is nothing you can do about it you lame biased douche bag .,1
"Everyone should be able to read the IPA if they 're on Wikipedia . If you ca n't , either educate yourself or get the fuck out of here . you can not use a spelled pronunciation because the pronunciation of that will depend on the native dialect of the person reading it . An Australian will pronounce the same spelled pronunciation differently than an American will , do n't you get it ? You CA N'T use a spelled pronunciation unless only speakers of ONE dialect wil be reading it , which is not the case with Wikipedia . You MUST use the IPA !",0
I just had to teach that loser a lesson not to mess with people 's pages . That 's all .,1
I 'm just trying to stop those arabhating jews . Drive them into the sea !,1
"Vandalism This page is being vandalized by Hunter365 , a sockpuppet from one of the radical feminist antifather organizations . This only shows the useless nature of Wikipedia , since any fool like Hunter can come to an article and vandalize it . Useless . Absolutely useless .",1
wnobody likes you gtfo stfuithin,1
"I 'm the one who should be complaining about this , but instead I 'm blocked ? I 'm not sure how else I should have responded to this user without condemning some of the stuff he 'd said . How should I get more people to take a look at this and comment ?",0
"Get a life Look saddo , I do n't know who you are , but you know ... get a life . To be honest , does it matter that much that I do n't know a website where what was said was said , and let me assure you , The Times newspaper is a fairly reliable source in my book . Do you have a job ? Because the kind of person who checks every page for edits , and their reliability is a pretty sad little man or woman , I do n't know what yamla is Before you say anything , or 'cite me for blocking ' or some crap , this profile was only made because the school ip was blocked , and I edited a page about the Crusades . Happy ?",1
"Who is this stupid boy ? A kiwi , for sure .",1
racist ? ? ? man fuck u nigga I AM BLACK DO U EVEN KNOW WHAT THE DIFFERENCE BETWEEN THE ER AND A IS BITCH MOTHERFUCKA YRE U FEELIN OFFENDED I BET U AINT EVEN BLACK AND IF YEAH THAN YALL IS OREO COOKIES ANYWAYZ ! IM PURE CHOCOLATE FOOL !,1
"250.800 Reichsmark is just the basic vehicle without armament , optics and other equipment like radios . Panther is listed as 117.100 and Panzer IV as 103.462 . This data and multiple others was shown in Waffen Revue 8 , page 1307ff and sourced to an official document of February 1943 .",0
"I 'M PISSED OFF ! WHY SHOULD I STOP MAKING PERSONAL ATTACKS TO ADMINISTRATORS ? ! EVERYBODY DELETED MY ARTICLE BUT NOBODY HELPED ME , IN TELLING ME WHAT SHOULD I DO TO MAKE IT PASS THE RULES OF WIKIPEDIA ! I ONLY RECEIVED CRITICISM !",1
Tony Sidaway is obviously a fistfuckee . He loves an arm up his ass .,1
REDIRECT Talk1997 South Asian Football Federation Gold Cup,0
AND YOUR A FUCKING GAY BITCH,1
Reply The only dimented idiotic persons are you people who can not learn what is the right answer and what is correct history .,1
"YOUR JUST A FAT BUSH LOVIN HO , HO . REPUBLICANS ! ! ! ! ! ! ! ! ! ! ! ! OLE",1
Wikipedia can go straight to fucking hell ! ! ! ! how the fuck is the karaoke kings inappropriate ! ? ! ? ! ? ! ? ! ? ! ? ! its a fucking low key group currently making a documentary just you 're too up your fucking american arse to care just because they are n't MTVworthy ! FUCK YOU ALL YOU WILL BE FUCKING SORRY AND YOU WONDER WHY YOU 'VE GOT ALL THESE NOBHEADS BOMBING YOUR FUCKING COUNTRY CUZ YOU 'RE FUCKING IGNORANT CUNTS ! ! !,1
QQ Those are Timmy crynig eyes haha .,1
This is so stupid There are 9 planets damn it,1
"REDIRECT TalkSt Leonard 's Hospital , Hackney",0
I just thought you should know I think you are a fucking idiot and I do n't care if someone removes huggle privilages . I 'm only here preventing idiots like you from updating Wiki without proof . Chat,1
"Dreadstar , LittleMountain5 , and some jerk on the Internet are cocksucking assholes .",1
"Did some googling , there are more references which should be added , and most of the YEC info belongs in the flood geology article rather than that one . So many diversions ! , talk",0
Hello all ! I have been blocked by these assholes for speaking my mind . Wikipedia and their liberal minions can suck my fucking dick . No funds from me and I 'll see that nobody I know contributes . Fuck OFF ! !,1
Hay Hay I love Rihanna songs disturbia and Rihanna wid T.I if u like,0
Why is there something wrong with the reference section ? Have of the Biography section will only show up in the References section . Somebody help me .,0
SWD316 RFA I want you to see the comment under the comments section I left at My RFA . It partially involves you .,0
"Not sure why you deleted my addition to the Israeli Nature Reserves article Hi Sean You took out 2 references in the following article httpen.wikipedia.orgwikiNational_parks_and_nature_reserves_of_Israel The other sources currently in the article that are considered legitimate are as representative of a Zionist view as my sources are of an alternative view . Some of them are straight propaganda and news articles and websites . Why is Mondoweiss bad these sources good ? For the comment about the Zionist Founding Myth , I used a published book , so am really confused about why you would remove that reference . Are you playing favorites here ? Thanks ! FreeSpeechinBrooklyn",0
