Text,Toxic
"What exactly do you think their interests wereare ? The annexation of Alaska ? Oil ? Hey I got it angry ugly to the bone leftist american women who are not to bright . Maybe they need Mexican Laborers to make Russia great again . What do you think ? Do you think they want war ? Maybe they want to steal our space program info . oops , they lead us in that and have the only manned space program going . We pay them to launch and return our astronauts , not the other way around . Or maybe they relished the thought of having a president who was practical and not morally superior and condescending like Hillary . And as to their interference , when , what , where , how , have n't been answered either . If all they did was expose Hillary to be the crook she and the DNC are they actually deserve a medal , not your contempt . Watch the Moscow bar scene on election night and see a lot of happy Russians knowing the right guy won for our better relations .",1
when a cop 's word is all that is needed to ascertain the truth . The cop did n't even testify . I am going to guess that to ascertain the truth the jury must agree with you .,0
Maybe you have not noticed that McGuinty changed people 's mind on Lieberals but they still ended up voting for Wynne .,0
"Yes , I did try to correct my mistype of out to our , but no luck on that .",0
"Hillary claimed that Trump was 'literally breathing down my neck ' . The video evidence shows this is a lie , but MSM wo n't print this .",1
Trump Disaster,1
"I hope this safety measure passes . They do n't invade my privacy because I am a LAW ABIDING citizen . I do n't speed and I do n't run red lights . Bring it big bro , protect the rest of us from law breakers",0
"What a maroon . Go ahead and live on Twitter . What are the chances of your statement , or anybody else 's be factual ? Is there any constraint on what Twitter content can be , outside of length , to accommodate those who do n't want to hurt their brain thinking . Brilliant idea , post it on Twitter , but do n't expect even this small local site to endorse Twitter as a way to run our government . You 'd be much happier on their site than you ever will be here .",1
"Do not forget Supreme Court Justice Neil Gorsuch . President Trump selected him from the preferred list as he promised . He unblocked Obama 's idiotic pipeline shutdowns as promised . He has undone hundreds of Obama 's destructive executive orders as promised . If the congress could get its act together he is ready to disappoint you even more by keeping his promises . Just because you hate his policies and thus his guts , there is no need to impune his political truthfulness .",1
"This cost increase would be INSANITY ! Just purchased four new Weather Master ST2 tires . The cost for them mountedbalanced and studded was 928.00 . Purchased four new steel rims with the sensors for 516.00 . Total cost for a set of new winter tires and rims , minus rebate was 1372.00 . And she wants to add ANOTHER 300.00 fee !",1
"Well if T. Rogers is selling a house in Richmond , he can retire in Chilliwack . the comment is valid . Chilliwack , is not an option for many people , but in the reply it is .",0
Ms. Clark merely respects her base corporate sponsors . They provide her with much greater net donations than mere individual taxpayers . Dollars win elections as Ms. Clark is so adept at .,0
"OK , then how would you describe it , in a manner that everybody will understand ? Do n't forget that this forum encourages brevity . This is the webster 's definition . Do n't miss the phrase discrimination against in the definition . httpswww.merriamwebster.comdictionaryhomophobia",0
"You all ? Get real . I 'm not violent , never have been . I have never met a violent liberal , though I have known some who were roughed up by police , and threatened , like myself , by hoodlums for marching in a peace demonstration . You are nuts . Book banning is done almost exclusively by school boards in red states . That goes along with the bans on sex education and voting by citizens of the wrong skin color . You should get out of your bedroom more often , pay attention to the real world .",1
"I was a Denver Bronco fan since the first day they stepped on the field for the first time . I was born an raised in Colorado , but even after moving to Michigan after 47 years I had remained a Broncos fan . I am so disappointed in the Broncos , Hickenloopers and other fools hypocritical comments claiming it is wrong for Trump to mix sports and politics ... what the heck do you think these moronic players and the NFL are doing . What is wrong is for these overpaid self centered idiots to show disrespect to a flag and country many fellow servicemen and women have fought and died for , in protest of a completely unrelated issue . I will not watch another NFL game . From now on it is college football only , Wolverines , Buffs , Rams , and Spartans . I will not show respect nor loyalty to an organization that fails to show respect to the country I spent 20 years in the Army defending .",1
I do n't agree with you about the Pope . But I do thank you for replying with a comment that uses wit rather than rote .,1
"Oh , that 's so silly . None of those issues are present in places that do have public showers and lockers . Do n't manufacture imagined obstacles .",1
Who says she has n't ?,0
"Gary Mason . Fuck off with your bulllshit economics . Did you ever think that maybe just maybe in Alberta we have a government spending problem and not a revenue problem . We have enough fucking tax in Alberta . When will enough be enough for all politicians ... not just Alberta ? The obvious answer is never ... even after they take 75 cents of every dollar we earn . The problem is lawyers are no longer the scum in the bottom of the barrel . It 's now politicians ... greedy , self centered , arrogant politicians .",1
Read it again for comprehension . I did n't say the fire was caused by a power washer . I said if it was a cause that obvious it would have been apparent to local inspectors . No need to call in the feds and investigate for months . As for rumors of my operation of a power washer I only use one to give high colonics to constipated posters with ridiculous aliases . Somewhere James Clavell is weeping .,1
"Wow , what a dog and pony show . Bicker , bicker , bicker ! What if you had to sit on the council seat , and have people watching you from everywhere , just waiting for you to make a mistake ! No wonder people do n't want to do it . So all you new people running for the council , remember while you are a councilman , you will be in public view for all to see , and weather or not you said this or that , it will be watched and printed for all to judge , if it is the truth or not ! Fake news exists , live and well everywhere today . Give us a brake , for heaven 's sake ! The public wants honesty , not your personal agenda !",0
I wonder if they snuggled for warmth on NAKED Island ! ! ! ! ! ! ! ! !,0
Baloney ... surely others have seen this ....,1
"You attempt to undermine the Church every chance you get . How much sense does it make to belong to a Church which , as you allege , hates women ? Decide who you are and what you believe , and act consistently with that .",0
"More like it 's wolecturing , wocomplaining woplaining for short , or wofalse sense of moral superiority wosmugwosmugging for short .",0
Good job kiddo .,0
The McWynnety regimes Ministry of SJW and Hypocrisy and your Ontariowe tax at work ..,1
Just build a 80 foot high wall to keep the Mexican Americans off his yard and bill trumpf .,0
"Trump wants lackeys , not qualified people . The bureaucracy needs to be filled with people who can get the job done instead of being blinded by their politics and loyalty to a political party .",1
HELL YA ! ! ! FEEL THE BERN BABY !,1
"Naw , she just needs some hair management tips from Justine .",0
"Yes , that was added on . So then they were protesting two things , but it 's part and parcel . Trump 's a racist cop supporter , and racist cops is what they were protesting .",1
No evidence . What kind of corrupt pressure is Obama putting on these people to spew utter twaddle .,1
"Squiggs Why do n't you tell him yourself , are you a scaredy cat ? ? ? ?",0
"Of course she reacted . What did you expect her to do ? Jump around to satisfy your requirements ? Or first get the facts together . Sexual harrassment knows no boundaries , not political , iedological or anything else . Men in powerful positions SEEM to be most likely to thing they can get away with it Clinton , Trump , Weinstein , StraussKahn , Zuma , Cosby to name a VERY few The only sad thing , is that this moron Weinstein got away with it for so long .",1
"So much for ADNs attempt to have more civility in the comments . Corruption issues indeed . Or rats from a sinking ship . And others give you a star for those remarks . Not much has changed in the snarky , unkind , and nasty comments to news articles .",1
Because its soon going to be 2019 and a high Liberal unemployment rate but they are rich and will survive .,0
Why would Trump pick a guy who has worked so hard to undermine the interests of the United States ? Putin is a thug who needs cash from gas and oil to expand his terror and Tillerson has been there to assist . Tillerson has also subordinated US interests in his dealings with Qatar .,1
"The fact that a biased media is fine for you is your business . Well Outsider , I think I made it clear in my post that the LAST thing I want is a biased media . There are opinion pieceseditorials which , like letters and comment posts , have a point of view . They can be enlightening and make you THINK and maybe even help you see things a different way , when it 's not just slamming and name calling , but rather reasoned arguments backed up with some facts . Then there is just the straight news which ought to , as best as possible , just give you the facts of the story e.g . There was fire fight in Afghanistan yesterday and two people were killed when . . . , that kind of thing . I do not believe that a thinking person gets enough information to formulate an independent opinion when they only hear the one biased side of the story . I wholeheartedly agree .",0
"When Jesus admonished Peter Get behind me Satan was He being cold and uncaring ? Thinking in black and white terms ? All Peter wanted to do was to protect Christ from suffering and spoke from his heart . Yet , Jesus rebuked him . Peter 's intentions were genuinely focused on Jesus . Peter had much to learn about thinking as God does .",0
Very good point it is at the moment the states and districts that decide the path of charters and how they are run correct ? I can see ethically challenged states abusing it but it can be good . What happened to local support for the benifit of our own ? I 'd love to hear from a treacher who has worked in both .,0
"Too much time on their hands , huh . Time to reduce the Governments workforce",0
"What 's even sadder is that most Americans do n't try to stop the senseless killing of our servicemen and women in these unnecessary wars . Trump 's a moron for saying what he did , but ignoring the killing makes that look like small potatoes .",1
What should we do ? Serious question,0
Dat knee grrr was a thug . I normally use N word right bout here . Blacks support anything without knowing about it first .,1
These articles infuriate me . The Argoknot would allow you to get on board for a 7day solo adventure with only basic training . Basic training ? For something that travels at 100 kph on the water ? That 's a good way to get yourself killed .,1
Also should not have wasted taxpayer 's money just flying Air Force One on a short trip . Just stay home and keep yap shut . Give credit to the Houston folks who are already helping themselves .,0
"So what ? I have ties to the Kremlin . Anyone in the U.S. doing business in Russia must go through the Kremlin for approval . I own an international manufacturing business . Just how stupid is the U.S. media , along with U.S. citizens ? I ca n't believe how dumb some people are .",0
"Mussolini was going to arrest the pope in Catholic Italy of all places . Good luck with that . And what do you think they should have done ? Pius XII basically chose to do nothing and just let the Jews be rounded up instead , which was IMO an awful decision .",1
Is it too hard to ask that our President have some basic level of intelligence ?,1
"My problem with this is that Kruse held no power over Gelser . Both are high falootin state Senators . Big Shots . Why on earth did n't Gelser simply tell the dude directly and firmly and , if necessary , publicly , not to touch her . Why does it have to involve higher ups and the media . If a fellow Senator was bugging me , I would tell himher to stop . Or is the story that Gelser was frightened which is another common but threadbare justification for failure to resolve issues at the personal level .",0
"I really do n't see that the ADN obviously supports taking the Fund for government . News organizations in general need to go back to reporting the newsinstead of spin from whatever sourcemaking clear distinctions between opinion pieces factual , vetted reporting . In order to be able to that , however , public demand needs to be there . What we have now is the news equivalent of scripted reality show TV , a type of sensationalist presentation of whatever sexy story has caughtor is likely to catchthe public eye , because that is where the demand is . And that is a tribute to the proudly ignorant Those who disdain elitist education in favor of mindless entertainment . I also enjoy being entertained . For me that includes being a wellinformed , independent thinker , honed by the education I got both in out of the classroom . I grew up poor , worked hard sacrificed every step of the way to attain it . It has made me a stronger , better person . If that makes me an elitist , so be it .",1
"Exactly , typical New Dinosaur hypocrisy . Given NDP track record in financial corruption , they 'd ban open disclosure of donations , but allow it to trickle underground . Also , they would skim from general revenue from hardearned taxes paid and enrich themselves . The NDP would probably scam lottery funds . Look what they did the last time they were allowed to rule Bingogate . The NDP skimmed millions from charities over two decades . And not one party insider had the integrity to stop it . Dix , Horgan , they were all a part of it . They were discovered and charged . The NDP Premier resigned . Stupich the NDP 's henchman had over 6o criminal charges of theft , fraud and forgery . Later , a corruption inquiry found that the NDP had even used stolen money to pay off NDP members to give up their safe seats one of them for exPremier Dave Barrett to get reelected . The NDP tried to pay back the charities in a sham transaction to appear that they did n't steal . Uncertainty ? Chaos corruption .",0
And what do you think about Trudeau 's approval of pipelines ? Such hypocrisy from the right wing . Canadians are sick to death of it . Grow up . Trudeau is simply reiterating the statements made by none other than Stephen Harper .,1
I mean Canada was a model only when the influx of immigrants from the ME was very low proportionally .,0
"Ok , if they are not enemies of the Church or friends of the Church what are they ? I would say someone like ISIS is one of the Churchs enemies .",1
Sounds like a way for advisors to fool people into buying mutual funds by packaging them in an ETF wrapper . Novice investors want to buy ETFs because that 's the trendy word right now . How many advisors in Canada got rich because they rely on the ignorance of the Canadian public ?,1
Safety 'talismans ' did n't work and are actually a hazard .,1
"No way does any bike tire equal the foot print of a FOOT print . Not even close . Just measure the part touching the road , not the whole tire . Lets say 200 lbs . in each step in a size 10 , thats about 5 lbs . per sq . inch . Put that same 200 lbs . on two tires , thats about 16,6 lbs . per sq . inch . Besides that , since tires rarely leave the road , thats 16.6 lbs . CONTINUOUSLY , as opposed to foot prints usually about 2 feet apart . On the insult side of the coin , I 'm neither fearful nor ignorant nor prejudiced . The law is the law though . You are a fool and a criminal and an idiot . Own that , dork .",1
So stop . Particularly when you have less than no idea what you 're talking about . Note to self remember . do not feed . do not feed .,0
"Overall about 420 applications , I do n't believe in coincidences . Annie Zak I would say your already familiar with the industry .",0
"I used to only boycott regressive red states , but I 'm now boycotting the entire country until Trump is impeached . I have zero respect for America at this point .",0
"I must say , this is some of the most eloquent and compassionate without being at all patronizing stuff on the subject on this thread . Thanks , C , for being a man who does n't make me want to run to the nearest shower or douse my brain in Lysol .",0
"Donald the Trump , tweeterinchief , thought he was slaying his fat gaff with masterful tweets . But , alas , all he has is a hole digging tweet shovel which digs the hole he is in deeper and deeper The more he twitters the deeper it gets . He spent hours last night tweeting , adding to his defamation of Alicia Machado . This man is so thin skinned and defensive . He has deep mental issues and the temperament of a twoyearold . He is just not presidential .",1
"Stewarts comments made it appear as if VietnameseAmericans were inhuman and savage . No , Stewart 's comments made it appear as if Vietnamese refugees struggled to adapt in Portland in the 1970s . I do n't know how accurate his statements are , but I 'm sure he has no reason to just make stuff up out of thin air . Duy Chi Nguyen says it 's not true , at least to the degree described by Stewart , but his experiences growing up in San Diego might not mesh with whatever was going on in Portland . And if Kitty Piercy finds the edited video offensive and racist , why does she share it on her Facebook wall ?",1
"Every day liberals make them self look more despicable . I personally like it , because it will backfire on them again , just like last November .",1
That your statement that I have read nothing written before 1962 is false .,0
Interesting how pussy and Trump used together are now part of the American lexicon .,1
"I Agree 100 . Well especially with some sort of public forum . Our pop density to land mass and contained resources does n't lend itself to running in the red . I do n't understand , never have , and I would love to talk to all sides publicly , to try .",0
"Who cares , meanwhile GayLesbianChristian genocide is going on in the Middle East . Crickets from the mainstream media . denver post",1
What Houston needs now is more boats and rafts or anything large enough for people to live on . For now there is just not enough dry land for them . Even some shelters getting flooded . This is just unbelievable with no mercy .,0
"I hope you do n't see a question mark if it were an exclamatory statement . I only see periods in my statement . Grammar lesson aside , we both seem to agree that false Christians will not upset you .",1
"It 's a miracle , this subject is not considered sensitive so I am not blacklisted from commenting . What kind of bulst is the Globe and Mail up to ? Not freedom of speech and the stupid idea of having to make judgements about other peoples comments is inane . Take your Liberal Bay Street elite rag and shove it , lots of other real newspapers to read and comment in without this kind of bulsht .",1
I doubt there was any malice on the professor 's account . Folks need to be more tolerant of diverse personalities .,0
Maybe instead of ignorantly pontificating you could just wait and see .,0
Thanks for your concern . I care because idiots like this offer a hypocritical and false view of the farming business . This fake news type article is denigrating farmers and farming . I do n't need any education from liberal idiots who think themselves morally superior than others . Especially faux vegetarians who eat fish . Push your craziness elsewhere Leah .,1
YeahTrump has enough on his own and with his supporters for everyone !,0
How much more damage can this simpleton do to Canada before he is turfed from office in 2019 ?,1
"By explaining how lumping so many diverse people into just two group is usually not a good idea . Then also explaining about losing , winning , and maybe even about how the various causes and effects that went into all this madness . But , Probably most importantly , how you ca n't insult people if you want to have an argument believed by those same people . It goes both ways of course . But there should be plenty of thoughts to help you reconcile the situation logically .",0
"JYoung ... No different when the right pigeonholes the left . I do n't want to be associated with the far left anymore than you want to be part of the far right . Reality is what it is , and we get lumped with the extreme 's . Mostly because people ca n't seem get over this 2sides garbage . The for usagainst us is the hyperbolic rhetoric that has ripped us apart and is the new normal .",0
"Dad , good job . I know a couple of parents whose son shoplifted , then was referred to youth court . The parents asked the court for the greatest punishment . Why ? Because they loved their son , and told the court we do n't ever want to be back here . True love is tough love .",0
I feel that studs are superior . Some disagree .,0
What kind of headline is that ? I see no clean hands here on both sides . They are both so muddy it is hard to see them . The thing that sticks with me is HRC 's treatment of Bills victims . Her term was Sluts and Nuts . She used her power to molest the accusers a second time . I see no clean hands here but Trump does not claim to be a Champion of Women Victims Rights . One grabs crotches and the other attacks the women when they come forward . They both are disgusting .,1
How about some rational balance by the Globe in UK affairs and the UK election . I hope the Globe knows they are providing a platform for the UK Extreme Leftist Labour Party by publishing this bizarre opinion . The same UK Labour supporters include George Galloway and other antiSemites .,0
The Conservative plan which alienated older voters with its plan to take away a winter fuel allowance and make them pay more for longterm care .. Sounds a lot like Trump . Let them freeze in the streets so the rich can pay less tax and buy bigger yachts and private jets .,0
"Two problems with this theory Private sector employees are not legally allowed to set aside as much money for retirement as many public sector employees are . Public sector retirement contributions can be up to 25 of gross compensation , while there is a 18 cap on contributions to RRSPs in the private sector Public sector total compensation , for a large number of jobs , vastly exceeds that in the private sector . Looking just at wages might not show a huge gap , but when you add in the value of employer paid pension contributions the public sector workers are often compensated at a much higher level than comparable workers in the private sector . The only exceptions are near the very top of the income chain where people like lawyers and executives can often do better in the private sector . For entrylevel positions note the comment above about save early in life the gap is particularly large .",0
"I think most refugees are simply grateful that the US lets them in . I do n't know and have not known any refugees who believed that the US was under an obligation to let them in . You stated We never felt that the United States had either a moral or legal obligation to accept us . I was pointing out that , unless you are in your 80 's now , it was unlikely that in 1951 you would have had opinions about US moral obligations . I believe that US citizens are the ones who ought to determine what obligations our country has . As a US citizen , I believe that we have a moral obligation to provide haven for refugees . Just as you have a right to your opinion regarding US moral obligations , so do I . We can agree to disagree .",0
"I blame the people that teach your children for electing corruption . They sold out Ontario families and your children 's future for their own personal greed ! Should we really be allowing people without moral principles or ethical values to teach our young children ? Any person that continues to vote for the Wynne Liberals knowing it will bring misery to their fellow citizens does not possess the fundamental principles of decent human conduct . These people should not be allowed anywhere near young minds in a teaching environment ! Yes who could forget the anything but Harper campaign funded as a union negation fee There is over a 100 BILLION DOLLARS in the teachers pension fund , We need to transform teachers into an essential service required to work 40 hours work week and 11 months a year . Packages need to be frozen over 10 years or until they line up with private sector counterpart.This would ensure our children are never held hostage again by bottom feeding greedy strikes. ! ! ! ! !",0
"I agree that we should not kill any wildlife unnecessarily but in defense of natural resources department and city officials , they do have a point about public safety . Tranquilizing bears is not an exact science and problems do occur occasionally . There is also the question of how to safely transport the tranquilized bear and then where to take it and how to set it free without having it injure itself or people . I do n't think we should automatically blame the officers for poor judgement .",1
It 's time for Canada and the rest of the world to label the NRA a terrorist organization and ban their members from ever entering our countries . They have caused more death in America than all other terrorist organizations combined and by a large margin . These people are just sick !,1
"Omitted intentionally . The man is a pig , but technically , his comments on the Billy Bush tape were about what women let you do when you are a star . Which in a very narrow sense , implies consent . While that tape is highly offensive , in a court it probably does not constitute an admission of sexual assault . But I did name offenders from both the left and the right , and that was intentional . Sexual perversion appears to be apolitical .",1
"I bet fewer than 1 of readers ever lived with demanding professional lives wo a car . In Boston , Mother of much Rails anecdotal evidence , to boot . It taught me this Big Box transport is a perfect fludisease vector . Cars isolation isnt . Weve never been as sick as often as then Big Box transport is fragile . One line blocked especially w your car blocks all pathways home for everyone Good roads and cars offer infinite pathways between all points People packaged in Big Box transport are efficient terrorist targets . 300 a pop in a French train v. at best , a handful , one at a time till police shoot you Internet designers considered packaging messages in containers sent at scheduled intervals twixt back bone computers , or breaking every message into identicalsized , semiintelligent pieces that found their own path to a destination where theyre reassembled . They picked the car approach . More efficient provided greater survivability than transporting messages in Big Box pkgs .",0
I 'm thinking that things are n't as quiet on Savushkina Street as we have been led to believe .,0
Bumbling Lunatic of the United States BLOTUS Is this what we call winning ? ITMFA,1
In this case I 'd be really happy to see a sexual predator thrown out by afterthefact rules . If the senate ca n't see good reasons to throw him out then I despair of the senate .,0
"Dr. Thompson would be horrified by the doddering incompetence , the putrid , festering nepotism , the lies and contradictions coming from a Russian backed , Kremlin supported political neophyte with bleach blonde hair , tiny hands and orange tinted skin .",1
"You 're HILARYous . Buying your facts at Walmart bargain bins , again I see . On his 1st day , he has already lied and made a narcissistic fool of himself , standing in front of CIA employees , lying about his pathetic crowd size . Sorry to burst your deluded bubble , but he is NOT above the law . On the contrary his antics and thin skin put an obvious bullseye on his chest .",0
Every other country would send its Foreign Minister . How come Dion is n't going ? What happened ? Huge loss of confidence in Dion ? They 're afraid Dion will again be angry and upset with the press ? Dion is in the dog house ? Trudeau 's bringing out his knives ? Dion is just not up to it ? Dion has 'foot in mouth ' syndrome ? Even Justin realize Dion is an amateur ? Dion is out in the coming cabinet shuffle along with that Iranian or is it Afghani Cabinet Minister ?,1
"If American think the company is so important , why do n't they raise the price ? Sounds like a payback for soft lumber , right ? Many Canadians just do n't have necessary IQ to understand .",1
What exactly in Trumps 10point immigration plan is a bigots boast ? RJ ?,0
"Your mistake is to view the world with outdated marxist categories , useful for disruption , death , and disorder , but not much else . Everyone is a worker ... well except for 93 million Americans that Obama got hooked on food stamps , etc .",0
that 's all fine and dandy . her role is not to insult millions of Canadians . hopefully Justin will give her a slap down .,1
I have n't floated the Kasilof since Cohoe Cove closed its boat ramp . This would be great news if the take out would be built .,0
"This is about using middlemen , cutouts , and false information on forms . This is about theft of Iraqi artifacts .",0
"Priesthood equally open to females as to males could do a lot to facilitate new dialog , new thinking and new understanding of human equivalency before God . Male exclusive priesthood is wrongfully judgmental on its face . Always has been . Always will be . In the face of evolutionary consciousness , it 's premises are not honest .",0
"As a Texan , I would like to point out that all the heroism is n't only coming from Texans . The states of Louisiana , Florida and Arizona all immediately showed up to assist our community . Not to mention all the individuals from all parts of the country that put their lives on hold to provide assistance those in a disaster . We the People will always come first .",0
"Obama 's Supported Non Libyan Obama Libyan Rebels of Al Quada 's Ansar Al Shariah seized the Decades of Libyan Weapons , Ammunition , Military Equipment , Landmines , 400 U.S. FIM92 Stinger Anti Aircraft Missiles , 2000 Russian SA7 Anti Aircraft Missiles , Long Range Anti Aircraft Missiles at the Libyan Military Depots at Hight Razma Benghazi Libya that had been being used against the Muslim Terrorists . Al Quada then stated that they Al Quada would use the Anti Aircraft Missiles to Shoot Down U.S. Commercial Airlines Passenger and Cargo To Cripple the U.S. Economy CIA and US Department of State tasked to find and recover these AA Missiles . Al Quada then resupplied the Millions of Holy Warriors of Islam Worldwide , as to how the Nigerian Military , Algerian Military and the French at Algeria , Military of Mali , Military of Niger got Out Gunned by Muslim Terrorists . Al Quada 's Ansar Al Shariah became the Government of Libya and attacked U.S . Ally Tunisia as Obama 's Regime Change .",1
httpswww.youtube.comwatch ? v7z_ORNy8tFo These 9 Young People Have Some WORDS for President Donald Trump,0
Too much filler Too few actual tips .,0
The intellectually lazy and the 'poorly educated ' do not read the Washington Post ...................... .......... that 's why Trump loves them,1
"The fact that the situation in America has deteriorated to the extent that the Congressman has declared that he feels it is necessary for him to pack heat , seems to me to be an admission that Congress has failed in its responsibility to pass any rational reform . Instead , now for example , even the mentally ill can legally get a weapon .",1
As useless as a human rights and social justice lawyer masquerading as our Minister of Environment and Climate Change .,1
"We could do with both a Landlordfromhell and a Tenantfromhell online listing . The problem is how to adjudicate such a forum to preserve any semblance of civility and veracity . And given that disgruntled landlordstenants will eventually turn on the site administrators , possibly seeking legal action , who would want to knowingly set themselves up for such aggravation ?",1
"Neither Damore 's nor Soh 's conclusions were based upon good science . Rather both chose which science fit their narrative and went from there . Undoubtedly there are genetic and gender specific differences amongst a broad , general population . But Google employees are not a broad general population . They are selected for certain traits which automatically make broad studies inapplicable to the subgroup . Further , even the selection process may be biased by social structures . Thus , any belief that Damore 's manifesto or Soh 's article are scientifically based is a crock . Both ignore many , many factors that could easily refute their views and explain the gender differences via socialized structures within our society . To ignore these factors is very , very bad science since socialized factors may dominate any gender specific tendencies . This column is clearly an opinion piece and does not pretend to be scientific when it 's not .",1
Oh so white people do n't get shot by police ? That 's odd . There are white people on this list in this story . Buuuut then that would n't fit your narrative .,1
